Date,Close,Open,High,Low,Volume,Code,Company,Up&Down,Rate
2008-09-04,32250,32050,32400,31500,1582779,015760,한국전력공사,200.0,0.62402496099844
2008-09-05,31800,31700,32250,31400,2588445,015760,한국전력공사,-450.0,-1.3953488372093024
2008-09-08,32300,31950,32500,31800,3395363,015760,한국전력공사,500.0,1.5723270440251573
2008-09-09,31300,31750,31900,30800,3651779,015760,한국전력공사,-1000.0,-3.0959752321981426
2008-09-10,31250,30850,31400,30550,2155771,015760,한국전력공사,-50.0,-0.1597444089456869
2008-09-11,30350,30850,31100,30300,3416884,015760,한국전력공사,-900.0,-2.88
2008-09-12,30900,30600,31100,30550,1313645,015760,한국전력공사,550.0,1.8121911037891267
2008-09-16,30100,30250,30900,29700,2910253,015760,한국전력공사,-800.0,-2.5889967637540456
2008-09-17,30450,30900,30900,30200,1124148,015760,한국전력공사,350.0,1.1627906976744187
2008-09-18,29050,29650,30000,29050,2455634,015760,한국전력공사,-1400.0,-4.597701149425287
2008-09-19,30500,29800,30700,29650,2776050,015760,한국전력공사,1450.0,4.991394148020654
2008-09-22,30800,31100,31700,30250,2728859,015760,한국전력공사,300.0,0.9836065573770493
2008-09-23,31600,30700,31600,30100,2107467,015760,한국전력공사,800.0,2.5974025974025974
2008-09-24,31250,31000,31600,30950,1431480,015760,한국전력공사,-350.0,-1.1075949367088607
2008-09-25,31500,31300,31500,30500,1382470,015760,한국전력공사,250.0,0.8
2008-09-26,31150,31050,31550,30950,1178629,015760,한국전력공사,-350.0,-1.1111111111111112
2008-09-29,30850,31000,31450,30550,1729257,015760,한국전력공사,-300.0,-0.9630818619582664
2008-09-30,30500,29800,30550,29600,2018312,015760,한국전력공사,-350.0,-1.1345218800648298
2008-10-01,30100,30200,30300,29800,1311068,015760,한국전력공사,-400.0,-1.3114754098360655
2008-10-02,30100,30250,30600,29800,930464,015760,한국전력공사,0.0,0.0
2008-10-06,29500,29700,29750,29100,1879122,015760,한국전력공사,-600.0,-1.9933554817275747
2008-10-07,29450,28550,30100,28550,1746584,015760,한국전력공사,-50.0,-0.1694915254237288
2008-10-08,28650,28750,29350,28500,2215833,015760,한국전력공사,-800.0,-2.7164685908319184
2008-10-09,27950,28750,29050,27800,2246677,015760,한국전력공사,-700.0,-2.4432809773123907
2008-10-10,24150,26750,27000,24150,4941122,015760,한국전력공사,-3800.0,-13.595706618962433
2008-10-13,26600,24850,27150,24850,4105536,015760,한국전력공사,2450.0,10.144927536231885
2008-10-14,28900,27900,29050,27800,3700521,015760,한국전력공사,2300.0,8.646616541353383
2008-10-15,28900,28350,29250,28200,2656135,015760,한국전력공사,0.0,0.0
2008-10-16,26950,27850,28000,26250,4603609,015760,한국전력공사,-1950.0,-6.747404844290658
2008-10-17,24800,27250,27250,24800,3349833,015760,한국전력공사,-2150.0,-7.977736549165121
2008-10-20,26500,25450,26650,25000,3747803,015760,한국전력공사,1700.0,6.854838709677419
2008-10-21,26800,27200,27750,26600,2074764,015760,한국전력공사,300.0,1.1320754716981132
2008-10-22,26650,26700,27550,24850,2395215,015760,한국전력공사,-150.0,-0.5597014925373134
2008-10-23,23600,24100,25600,23600,3109550,015760,한국전력공사,-3050.0,-11.44465290806754
2008-10-24,21000,23200,23900,20100,4142050,015760,한국전력공사,-2600.0,-11.016949152542372
2008-10-27,23300,20500,23500,19900,4012631,015760,한국전력공사,2300.0,10.952380952380953
2008-10-28,24400,21900,24800,21900,4638460,015760,한국전력공사,1100.0,4.721030042918455
2008-10-29,22600,25400,26250,21200,5114166,015760,한국전력공사,-1800.0,-7.377049180327869
2008-10-30,25950,25000,25950,23600,3344851,015760,한국전력공사,3350.0,14.823008849557523
2008-10-31,25900,26500,27950,24850,3870626,015760,한국전력공사,-50.0,-0.1926782273603083
2008-11-03,26450,26300,27500,26000,2039082,015760,한국전력공사,550.0,2.1235521235521233
2008-11-04,27500,26050,27500,26000,2122853,015760,한국전력공사,1050.0,3.9697542533081283
2008-11-05,27650,27900,28200,27450,2398720,015760,한국전력공사,150.0,0.5454545454545455
2008-11-06,26000,26800,27400,24200,2610274,015760,한국전력공사,-1650.0,-5.967450271247739
2008-11-07,26500,25000,27800,24350,2591141,015760,한국전력공사,500.0,1.9230769230769231
2008-11-10,27000,26600,27550,26200,2188636,015760,한국전력공사,500.0,1.8867924528301887
2008-11-11,26600,27200,27700,26400,1652932,015760,한국전력공사,-400.0,-1.4814814814814816
2008-11-12,26800,26300,28000,26300,2101689,015760,한국전력공사,200.0,0.7518796992481203
2008-11-13,27450,26650,27450,25400,2389845,015760,한국전력공사,650.0,2.425373134328358
2008-11-14,26500,27500,27950,26100,2127581,015760,한국전력공사,-950.0,-3.4608378870673953
2008-11-17,25950,25800,27200,25000,1659938,015760,한국전력공사,-550.0,-2.0754716981132075
2008-11-18,25750,26850,26850,25600,1780962,015760,한국전력공사,-200.0,-0.7707129094412332
2008-11-19,25450,25400,25600,24500,2053472,015760,한국전력공사,-300.0,-1.1650485436893203
2008-11-20,23800,24050,24600,23300,2017734,015760,한국전력공사,-1650.0,-6.4833005893909625
2008-11-21,24850,23200,25250,22900,1921237,015760,한국전력공사,1050.0,4.411764705882353
2008-11-24,24000,25150,25800,24000,1801448,015760,한국전력공사,-850.0,-3.420523138832998
2008-11-25,25150,25000,25850,24900,2080191,015760,한국전력공사,1150.0,4.791666666666667
2008-11-26,27100,25200,27450,25050,2621206,015760,한국전력공사,1950.0,7.75347912524851
2008-11-27,27400,27500,27800,26500,2149200,015760,한국전력공사,300.0,1.107011070110701
2008-11-28,27850,27100,28000,27100,1305865,015760,한국전력공사,450.0,1.6423357664233578
2008-12-01,26750,27250,27550,26650,1957875,015760,한국전력공사,-1100.0,-3.949730700179533
2008-12-02,25200,25850,26200,25200,1537267,015760,한국전력공사,-1550.0,-5.794392523364486
2008-12-03,25400,25650,25850,25100,2203788,015760,한국전력공사,200.0,0.7936507936507936
2008-12-04,24950,25600,26000,24950,1582332,015760,한국전력공사,-450.0,-1.7716535433070866
2008-12-05,26300,25200,27000,25200,1593557,015760,한국전력공사,1350.0,5.410821643286573
2008-12-08,29900,27200,30200,26750,3674026,015760,한국전력공사,3600.0,13.688212927756654
2008-12-09,30150,29700,30200,29200,2265294,015760,한국전력공사,250.0,0.8361204013377926
2008-12-10,31550,30200,34300,30150,5461958,015760,한국전력공사,1400.0,4.643449419568822
2008-12-11,31500,31500,33450,30950,4665242,015760,한국전력공사,-50.0,-0.15847860538827258
2008-12-12,30300,31200,32300,30000,2447302,015760,한국전력공사,-1200.0,-3.8095238095238098
2008-12-15,32050,31500,32500,31050,1966139,015760,한국전력공사,1750.0,5.775577557755775
2008-12-16,31700,31150,31750,30700,2028992,015760,한국전력공사,-350.0,-1.0920436817472698
2008-12-17,32400,32100,32750,30900,1978004,015760,한국전력공사,700.0,2.2082018927444795
2008-12-18,32950,32550,33800,32500,2117187,015760,한국전력공사,550.0,1.6975308641975309
2008-12-19,32000,32950,33800,31650,2103609,015760,한국전력공사,-950.0,-2.8831562974203337
2008-12-22,30850,31800,32150,30550,2206591,015760,한국전력공사,-1150.0,-3.5937499999999996
2008-12-23,30450,30450,31100,30000,1437055,015760,한국전력공사,-400.0,-1.2965964343598055
2008-12-24,30000,29950,30450,29700,1573576,015760,한국전력공사,-450.0,-1.477832512315271
2008-12-26,30000,30250,30450,29900,1027139,015760,한국전력공사,0.0,0.0
2008-12-29,29850,29700,30150,28900,871598,015760,한국전력공사,-150.0,-0.5
2008-12-30,29600,29950,30600,29100,1729668,015760,한국전력공사,-250.0,-0.8375209380234505
2009-01-02,30150,29600,30150,28650,1382523,015760,한국전력공사,550.0,1.8581081081081081
2009-01-05,31000,31350,31400,30250,1911189,015760,한국전력공사,850.0,2.8192371475953566
2009-01-06,32000,31450,32500,31250,2405454,015760,한국전력공사,1000.0,3.225806451612903
2009-01-07,32500,32150,32550,31650,2892489,015760,한국전력공사,500.0,1.5625
2009-01-08,31350,32400,32400,31050,1687685,015760,한국전력공사,-1150.0,-3.5384615384615383
2009-01-09,30000,31550,31750,29900,2209338,015760,한국전력공사,-1350.0,-4.30622009569378
2009-01-12,30100,29900,30250,29550,1571786,015760,한국전력공사,100.0,0.33333333333333337
2009-01-13,30000,30000,30150,29350,1239549,015760,한국전력공사,-100.0,-0.33222591362126247
2009-01-14,29500,29850,29950,29200,2010144,015760,한국전력공사,-500.0,-1.6666666666666667
2009-01-15,27700,28850,28850,27700,2081314,015760,한국전력공사,-1800.0,-6.101694915254238
2009-01-16,28500,27700,28750,27700,2053087,015760,한국전력공사,800.0,2.888086642599278
2009-01-19,29000,28500,29000,27900,1178028,015760,한국전력공사,500.0,1.7543859649122806
2009-01-20,28100,28500,28900,27800,1375930,015760,한국전력공사,-900.0,-3.103448275862069
2009-01-21,27050,27250,28000,27050,1792134,015760,한국전력공사,-1050.0,-3.7366548042704624
2009-01-22,27850,27550,28000,27200,1377885,015760,한국전력공사,800.0,2.957486136783734
2009-01-23,27550,27800,27850,26900,1420588,015760,한국전력공사,-300.0,-1.0771992818671454
2009-01-28,29150,27800,29250,27800,1783343,015760,한국전력공사,1600.0,5.807622504537205
2009-01-29,29050,29400,29850,28250,1974477,015760,한국전력공사,-100.0,-0.34305317324185247
2009-01-30,28250,28700,28950,28000,1904981,015760,한국전력공사,-800.0,-2.753872633390706
2009-02-02,27100,27600,27850,26750,3247228,015760,한국전력공사,-1150.0,-4.070796460176991
2009-02-03,27100,27200,27550,26700,2557738,015760,한국전력공사,0.0,0.0
2009-02-04,27200,27550,27600,26750,3630136,015760,한국전력공사,100.0,0.36900369003690037
2009-02-05,26700,27100,27150,26700,2045983,015760,한국전력공사,-500.0,-1.8382352941176472
2009-02-06,28350,26950,28400,26700,4501422,015760,한국전력공사,1650.0,6.179775280898876
2009-02-09,28400,28650,29300,28400,2683409,015760,한국전력공사,50.0,0.1763668430335097
2009-02-10,28050,28600,29200,28000,1354879,015760,한국전력공사,-350.0,-1.232394366197183
2009-02-11,27550,27400,27750,27200,1620236,015760,한국전력공사,-500.0,-1.7825311942959003
2009-02-12,28000,27350,28350,27250,2593343,015760,한국전력공사,450.0,1.6333938294010888
2009-02-13,27700,27600,27800,27150,2331244,015760,한국전력공사,-300.0,-1.0714285714285714
2009-02-16,26650,27200,27400,26600,1910299,015760,한국전력공사,-1050.0,-3.790613718411552
2009-02-17,25250,26300,26400,25050,3058562,015760,한국전력공사,-1400.0,-5.253283302063791
2009-02-18,24550,25000,25050,24150,2269134,015760,한국전력공사,-700.0,-2.7722772277227725
2009-02-19,23950,24450,24750,23700,2731651,015760,한국전력공사,-600.0,-2.4439918533604885
2009-02-20,23250,23700,23900,22900,2227456,015760,한국전력공사,-700.0,-2.9227557411273484
2009-02-23,25000,23000,25150,22600,2976442,015760,한국전력공사,1750.0,7.526881720430108
2009-02-24,24250,24000,24500,23550,2191347,015760,한국전력공사,-750.0,-3.0
2009-02-25,24300,25100,25100,24000,1569348,015760,한국전력공사,50.0,0.2061855670103093
2009-02-26,24000,24500,25500,23750,2018616,015760,한국전력공사,-300.0,-1.2345679012345678
2009-02-27,24000,24000,24550,23550,1857548,015760,한국전력공사,0.0,0.0
2009-03-02,23000,23550,23600,22700,2276374,015760,한국전력공사,-1000.0,-4.166666666666666
2009-03-03,23450,22200,23950,22100,2127556,015760,한국전력공사,450.0,1.956521739130435
2009-03-04,23850,23050,24000,22600,2312943,015760,한국전력공사,400.0,1.7057569296375266
2009-03-05,24200,23750,24650,23550,2500098,015760,한국전력공사,350.0,1.4675052410901468
2009-03-06,23300,23650,23650,23250,1943877,015760,한국전력공사,-900.0,-3.71900826446281
2009-03-09,23650,23400,24050,23300,3168562,015760,한국전력공사,350.0,1.502145922746781
2009-03-10,24950,23200,25400,23200,3503070,015760,한국전력공사,1300.0,5.496828752642706
2009-03-11,26950,26000,27350,25700,5503602,015760,한국전력공사,2000.0,8.016032064128256
2009-03-12,26700,27200,27250,26050,3380827,015760,한국전력공사,-250.0,-0.927643784786642
2009-03-13,26650,27000,27850,26500,2493881,015760,한국전력공사,-50.0,-0.18726591760299627
2009-03-16,27000,26200,27600,26200,1427770,015760,한국전력공사,350.0,1.3133208255159476
2009-03-17,27650,27300,27750,26800,2160140,015760,한국전력공사,650.0,2.4074074074074074
2009-03-18,26850,27950,27950,26600,2499517,015760,한국전력공사,-800.0,-2.8933092224231465
2009-03-19,26600,27200,27450,26600,1461225,015760,한국전력공사,-250.0,-0.931098696461825
2009-03-20,26600,26850,27100,26450,1198881,015760,한국전력공사,0.0,0.0
2009-03-23,27350,27100,27600,26900,1452077,015760,한국전력공사,750.0,2.819548872180451
2009-03-24,28000,27950,28150,27400,1697475,015760,한국전력공사,650.0,2.376599634369287
2009-03-25,27650,27850,27950,27250,1273144,015760,한국전력공사,-350.0,-1.25
2009-03-26,27450,27850,27850,26900,3036933,015760,한국전력공사,-200.0,-0.7233273056057866
2009-03-27,26650,27200,27250,26400,2640524,015760,한국전력공사,-800.0,-2.914389799635701
2009-03-30,25500,26650,26900,25100,2473875,015760,한국전력공사,-1150.0,-4.315196998123827
2009-03-31,25450,25650,26150,25350,2115128,015760,한국전력공사,-50.0,-0.19607843137254902
2009-04-01,26200,25950,26650,25700,2723333,015760,한국전력공사,750.0,2.9469548133595285
2009-04-02,27500,26900,27500,26600,3181980,015760,한국전력공사,1300.0,4.961832061068702
2009-04-03,27300,27450,27550,26900,1926674,015760,한국전력공사,-200.0,-0.7272727272727273
2009-04-06,27100,27800,27900,27000,2804904,015760,한국전력공사,-200.0,-0.7326007326007326
2009-04-07,27100,27100,27300,26750,1457006,015760,한국전력공사,0.0,0.0
2009-04-08,26850,27350,27700,26850,2119108,015760,한국전력공사,-250.0,-0.9225092250922509
2009-04-09,27800,27150,27800,26900,2890366,015760,한국전력공사,950.0,3.5381750465549344
2009-04-10,27550,28000,28300,27200,2602685,015760,한국전력공사,-250.0,-0.8992805755395683
2009-04-13,27400,27600,28050,27250,1925962,015760,한국전력공사,-150.0,-0.5444646098003629
2009-04-14,27400,27650,27750,27300,1947209,015760,한국전력공사,0.0,0.0
2009-04-15,26750,27050,27100,26150,2949275,015760,한국전력공사,-650.0,-2.3722627737226274
2009-04-16,26150,26900,27100,26150,2522055,015760,한국전력공사,-600.0,-2.2429906542056073
2009-04-17,25700,26300,26700,25600,2737507,015760,한국전력공사,-450.0,-1.7208413001912046
2009-04-20,26000,25800,26050,25250,2060875,015760,한국전력공사,300.0,1.1673151750972763
2009-04-21,26250,25550,26600,25500,1972413,015760,한국전력공사,250.0,0.9615384615384616
2009-04-22,26100,26200,26250,25800,2459238,015760,한국전력공사,-150.0,-0.5714285714285714
2009-04-23,26050,26250,26300,25800,1620585,015760,한국전력공사,-50.0,-0.19157088122605362
2009-04-24,26300,26050,26300,25700,1817782,015760,한국전력공사,250.0,0.9596928982725527
2009-04-27,25750,26200,26250,25750,1355320,015760,한국전력공사,-550.0,-2.091254752851711
2009-04-28,26000,25750,26900,25750,3237997,015760,한국전력공사,250.0,0.9708737864077669
2009-04-29,27400,26450,27700,26200,4293742,015760,한국전력공사,1400.0,5.384615384615385
2009-04-30,28000,27800,28000,27450,2848295,015760,한국전력공사,600.0,2.18978102189781
2009-05-04,29650,28200,30350,28200,3957683,015760,한국전력공사,1650.0,5.892857142857142
2009-05-06,28550,29400,29550,28300,3156051,015760,한국전력공사,-1100.0,-3.709949409780776
2009-05-07,29050,28850,29150,28450,2011396,015760,한국전력공사,500.0,1.7513134851138354
2009-05-08,29100,29200,29200,28350,1513932,015760,한국전력공사,50.0,0.17211703958691912
2009-05-11,30200,30100,30800,29800,4909362,015760,한국전력공사,1100.0,3.7800687285223367
2009-05-12,30200,30600,30650,29900,3119929,015760,한국전력공사,0.0,0.0
2009-05-13,30450,30350,30650,30100,1748041,015760,한국전력공사,250.0,0.8278145695364238
2009-05-14,28800,29900,29950,28800,2779400,015760,한국전력공사,-1650.0,-5.41871921182266
2009-05-15,29750,29000,29800,28200,2645198,015760,한국전력공사,950.0,3.298611111111111
2009-05-18,29700,29350,29750,28600,1934967,015760,한국전력공사,-50.0,-0.16806722689075632
2009-05-19,30500,29700,30500,29700,2385175,015760,한국전력공사,800.0,2.6936026936026933
2009-05-20,30500,30450,31050,30050,2196229,015760,한국전력공사,0.0,0.0
2009-05-21,30550,30700,30900,30150,1851013,015760,한국전력공사,50.0,0.16393442622950818
